"","AfD","DIE GRUENEN","DIE LINKE","FDP","SPD","CDU/CSU"
"tlz",0.000609570252971655,0,0,0.000661025912215759,0,0.00215610176800345
"tobias-pflueger",0,0,0.00204141149023039,0,0,0
"trittin",0,0.00355515041020966,0,0,0,0.00043122035360069
"tz",0.000838159097836026,9.11577028258888e-05,0.000680470496743463,0.000132205182443152,0,0.000143740117866897
"ulla-jelpke",0,0,0.0355788859725868,0,0,0
"ulli-nissen",0.00190490704053642,0,0,0,0,0
"uwe-kekeritz",0,0.00145852324521422,0,0,0,0
"wilfried-oellers",0,0,0,0,0,0.00632456518614345
"wochenblick",0.00198110332215788,0,0,0,0,0
"wr",0.000304785126485827,0.000455788514129444,0,0.000396615547329455,0,0
